"id","citizen_id","plate_number","make","model","color","manufacture_year","chassis_number","engine_number","registration_date"
"401","401","T401ABC","Kia","Polo","Gray","2017","CHS0000000401","ENG0000000401","4/20/2022 12:00:00 AM"
"402","402","T402ABC","Suzuki","RAV4","Silver","2018","CHS0000000402","ENG0000000402","12/29/2020 12:00:00 AM"
"403","403","T403ABC","Volkswagen","Hilux","Silver","2019","CHS0000000403","ENG0000000403","7/3/2020 12:00:00 AM"
"404","404","T404ABC","Ford","Vitz","Silver","2020","CHS0000000404","ENG0000000404","3/12/2021 12:00:00 AM"
"405","405","T405ABC","Honda","RAV4","Blue","2021","CHS0000000405","ENG0000000405","9/21/2020 12:00:00 AM"
"406","406","T406ABC","Ford","Canter","Gray","2022","CHS0000000406","ENG0000000406","10/14/2023 12:00:00 AM"
"407","407","T407ABC","Suzuki","Hilux","White","2023","CHS0000000407","ENG0000000407","2/13/2023 12:00:00 AM"
"408","408","T408ABC","Mitsubishi","Alto","Green","2000","CHS0000000408","ENG0000000408","7/2/2021 12:00:00 AM"
"409","409","T409ABC","Isuzu","Alto","Silver","2001","CHS0000000409","ENG0000000409","2/14/2022 12:00:00 AM"
"410","410","T410ABC","Hyundai","Polo","Red","2002","CHS0000000410","ENG0000000410","11/9/2024 12:00:00 AM"
"411","411","T411ABC","Mitsubishi","Rio","Red","2003","CHS0000000411","ENG0000000411","4/22/2023 12:00:00 AM"
"412","412","T412ABC","Ford","Noah","Green","2004","CHS0000000412","ENG0000000412","5/4/2023 12:00:00 AM"
"413","413","T413ABC","Hyundai","Premio","Gray","2005","CHS0000000413","ENG0000000413","9/30/2021 12:00:00 AM"
"414","414","T414ABC","Honda","Hilux","White","2006","CHS0000000414","ENG0000000414","7/22/2022 12:00:00 AM"
"415","415","T415ABC","Toyota","Noah","Green","2007","CHS0000000415","ENG0000000415","7/9/2021 12:00:00 AM"
"416","416","T416ABC","Isuzu","Alto","Gray","2008","CHS0000000416","ENG0000000416","7/25/2020 12:00:00 AM"
"417","417","T417ABC","Nissan","Rio","Green","2009","CHS0000000417","ENG0000000417","1/15/2020 12:00:00 AM"
"418","418","T418ABC","Suzuki","Polo","Black","2010","CHS0000000418","ENG0000000418","2/15/2024 12:00:00 AM"
"419","419","T419ABC","Volkswagen","Alto","Gray","2011","CHS0000000419","ENG0000000419","4/21/2024 12:00:00 AM"
"420","420","T420ABC","Kia","Noah","Green","2012","CHS0000000420","ENG0000000420","3/25/2021 12:00:00 AM"
"421","421","T421ABC","Isuzu","Premio","Red","2013","CHS0000000421","ENG0000000421","6/10/2025 12:00:00 AM"
"422","422","T422ABC","Hyundai","Alto","Red","2014","CHS0000000422","ENG0000000422","7/26/2020 12:00:00 AM"
"423","423","T423ABC","Honda","Polo","Black","2015","CHS0000000423","ENG0000000423","3/15/2024 12:00:00 AM"
"424","424","T424ABC","Kia","RAV4","Blue","2016","CHS0000000424","ENG0000000424","3/7/2024 12:00:00 AM"
"425","425","T425ABC","Nissan","Canter","Black","2017","CHS0000000425","ENG0000000425","5/11/2024 12:00:00 AM"
"426","426","T426ABC","Mitsubishi","Rio","White","2018","CHS0000000426","ENG0000000426","10/28/2025 12:00:00 AM"
"427","427","T427ABC","Nissan","Corolla","Blue","2019","CHS0000000427","ENG0000000427","7/4/2025 12:00:00 AM"
"428","428","T428ABC","Mitsubishi","Premio","Blue","2020","CHS0000000428","ENG0000000428","12/8/2024 12:00:00 AM"
"429","429","T429ABC","Isuzu","Vitz","White","2021","CHS0000000429","ENG0000000429","1/10/2025 12:00:00 AM"
"430","430","T430ABC","Kia","Rio","Silver","2022","CHS0000000430","ENG0000000430","8/29/2022 12:00:00 AM"
"431","431","T431ABC","Isuzu","Vitz","Blue","2023","CHS0000000431","ENG0000000431","11/17/2023 12:00:00 AM"
"432","432","T432ABC","Honda","Alto","Gray","2000","CHS0000000432","ENG0000000432","4/22/2022 12:00:00 AM"
"433","433","T433ABC","Nissan","Corolla","Red","2001","CHS0000000433","ENG0000000433","9/28/2022 12:00:00 AM"
"434","434","T434ABC","Hyundai","Noah","Gray","2002","CHS0000000434","ENG0000000434","12/3/2021 12:00:00 AM"
"435","435","T435ABC","Mitsubishi","Vitz","Gray","2003","CHS0000000435","ENG0000000435","11/6/2024 12:00:00 AM"
"436","436","T436ABC","Nissan","Vitz","Gray","2004","CHS0000000436","ENG0000000436","11/9/2020 12:00:00 AM"
"437","437","T437ABC","Mitsubishi","Premio","Blue","2005","CHS0000000437","ENG0000000437","3/9/2021 12:00:00 AM"
"438","438","T438ABC","Mitsubishi","Alto","Gray","2006","CHS0000000438","ENG0000000438","2/18/2021 12:00:00 AM"
"439","439","T439ABC","Isuzu","Rio","Blue","2007","CHS0000000439","ENG0000000439","6/27/2023 12:00:00 AM"
"440","440","T440ABC","Suzuki","Premio","Black","2008","CHS0000000440","ENG0000000440","4/11/2023 12:00:00 AM"
"441","441","T441ABC","Mitsubishi","Hilux","Gray","2009","CHS0000000441","ENG0000000441","6/7/2021 12:00:00 AM"
"442","442","T442ABC","Volkswagen","Corolla","Green","2010","CHS0000000442","ENG0000000442","12/25/2025 12:00:00 AM"
"443","443","T443ABC","Hyundai","Alto","Blue","2011","CHS0000000443","ENG0000000443","7/16/2021 12:00:00 AM"
"444","444","T444ABC","Nissan","RAV4","Black","2012","CHS0000000444","ENG0000000444","2/28/2023 12:00:00 AM"
"445","445","T445ABC","Toyota","RAV4","Black","2013","CHS0000000445","ENG0000000445","9/6/2020 12:00:00 AM"
"446","446","T446ABC","Nissan","Canter","White","2014","CHS0000000446","ENG0000000446","11/21/2022 12:00:00 AM"
"447","447","T447ABC","Mitsubishi","Premio","Silver","2015","CHS0000000447","ENG0000000447","2/16/2025 12:00:00 AM"
"448","448","T448ABC","Volkswagen","Noah","Gray","2016","CHS0000000448","ENG0000000448","7/12/2025 12:00:00 AM"
"449","449","T449ABC","Mitsubishi","Noah","Blue","2017","CHS0000000449","ENG0000000449","12/11/2025 12:00:00 AM"
"450","450","T450ABC","Kia","Canter","Black","2018","CHS0000000450","ENG0000000450","1/25/2022 12:00:00 AM"
"451","451","T451ABC","Suzuki","Premio","Black","2019","CHS0000000451","ENG0000000451","1/16/2024 12:00:00 AM"
"452","452","T452ABC","Isuzu","Premio","White","2020","CHS0000000452","ENG0000000452","6/3/2025 12:00:00 AM"
"453","453","T453ABC","Ford","Rio","Blue","2021","CHS0000000453","ENG0000000453","12/10/2020 12:00:00 AM"
"454","454","T454ABC","Nissan","Noah","Black","2022","CHS0000000454","ENG0000000454","10/5/2024 12:00:00 AM"
"455","455","T455ABC","Nissan","Noah","Green","2023","CHS0000000455","ENG0000000455","4/1/2022 12:00:00 AM"
"456","456","T456ABC","Hyundai","Hilux","Silver","2000","CHS0000000456","ENG0000000456","10/13/2023 12:00:00 AM"
"457","457","T457ABC","Hyundai","Canter","Green","2001","CHS0000000457","ENG0000000457","9/3/2025 12:00:00 AM"
"458","458","T458ABC","Kia","RAV4","Blue","2002","CHS0000000458","ENG0000000458","12/10/2022 12:00:00 AM"
"459","459","T459ABC","Kia","Rio","Red","2003","CHS0000000459","ENG0000000459","1/12/2024 12:00:00 AM"
"460","460","T460ABC","Isuzu","RAV4","Silver","2004","CHS0000000460","ENG0000000460","5/7/2025 12:00:00 AM"
"461","461","T461ABC","Mitsubishi","Noah","Silver","2005","CHS0000000461","ENG0000000461","3/23/2025 12:00:00 AM"
"462","462","T462ABC","Volkswagen","Alto","Gray","2006","CHS0000000462","ENG0000000462","5/5/2020 12:00:00 AM"
"463","463","T463ABC","Hyundai","Alto","Gray","2007","CHS0000000463","ENG0000000463","4/25/2024 12:00:00 AM"
"464","464","T464ABC","Ford","Rio","Blue","2008","CHS0000000464","ENG0000000464","1/6/2022 12:00:00 AM"
"465","465","T465ABC","Isuzu","Alto","Gray","2009","CHS0000000465","ENG0000000465","12/22/2023 12:00:00 AM"
"466","466","T466ABC","Honda","Corolla","Green","2010","CHS0000000466","ENG0000000466","3/31/2022 12:00:00 AM"
"467","467","T467ABC","Mitsubishi","Corolla","Silver","2011","CHS0000000467","ENG0000000467","4/8/2021 12:00:00 AM"
"468","468","T468ABC","Ford","Vitz","Blue","2012","CHS0000000468","ENG0000000468","9/15/2024 12:00:00 AM"
"469","469","T469ABC","Toyota","Rio","Green","2013","CHS0000000469","ENG0000000469","8/8/2023 12:00:00 AM"
"470","470","T470ABC","Kia","RAV4","Green","2014","CHS0000000470","ENG0000000470","11/18/2020 12:00:00 AM"
"471","471","T471ABC","Volkswagen","Polo","White","2015","CHS0000000471","ENG0000000471","7/19/2021 12:00:00 AM"
"472","472","T472ABC","Suzuki","Polo","Gray","2016","CHS0000000472","ENG0000000472","12/28/2025 12:00:00 AM"
"473","473","T473ABC","Suzuki","RAV4","Black","2017","CHS0000000473","ENG0000000473","6/15/2023 12:00:00 AM"
"474","474","T474ABC","Honda","Alto","Black","2018","CHS0000000474","ENG0000000474","10/24/2021 12:00:00 AM"
"475","475","T475ABC","Isuzu","Vitz","Blue","2019","CHS0000000475","ENG0000000475","10/13/2023 12:00:00 AM"
"476","476","T476ABC","Honda","Canter","Black","2020","CHS0000000476","ENG0000000476","6/7/2020 12:00:00 AM"
"477","477","T477ABC","Nissan","Corolla","Red","2021","CHS0000000477","ENG0000000477","12/28/2023 12:00:00 AM"
"478","478","T478ABC","Kia","Polo","Black","2022","CHS0000000478","ENG0000000478","8/17/2025 12:00:00 AM"
"479","479","T479ABC","Volkswagen","Alto","Green","2023","CHS0000000479","ENG0000000479","1/17/2024 12:00:00 AM"
"480","480","T480ABC","Kia","Vitz","Green","2000","CHS0000000480","ENG0000000480","6/28/2023 12:00:00 AM"
"481","481","T481ABC","Isuzu","Hilux","Gray","2001","CHS0000000481","ENG0000000481","12/29/2021 12:00:00 AM"
"482","482","T482ABC","Mitsubishi","Rio","Silver","2002","CHS0000000482","ENG0000000482","5/24/2022 12:00:00 AM"
"483","483","T483ABC","Ford","Alto","Black","2003","CHS0000000483","ENG0000000483","1/13/2021 12:00:00 AM"
"484","484","T484ABC","Hyundai","Noah","Red","2004","CHS0000000484","ENG0000000484","6/15/2021 12:00:00 AM"
"485","485","T485ABC","Suzuki","Corolla","White","2005","CHS0000000485","ENG0000000485","4/30/2022 12:00:00 AM"
"486","486","T486ABC","Nissan","Hilux","White","2006","CHS0000000486","ENG0000000486","5/30/2023 12:00:00 AM"
"487","487","T487ABC","Kia","Premio","Gray","2007","CHS0000000487","ENG0000000487","1/10/2025 12:00:00 AM"
"488","488","T488ABC","Volkswagen","Alto","Black","2008","CHS0000000488","ENG0000000488","6/26/2023 12:00:00 AM"
"489","489","T489ABC","Hyundai","Polo","Black","2009","CHS0000000489","ENG0000000489","11/9/2021 12:00:00 AM"
"490","490","T490ABC","Volkswagen","Corolla","Gray","2010","CHS0000000490","ENG0000000490","12/21/2020 12:00:00 AM"
"491","491","T491ABC","Hyundai","RAV4","White","2011","CHS0000000491","ENG0000000491","11/9/2021 12:00:00 AM"
"492","492","T492ABC","Honda","Hilux","White","2012","CHS0000000492","ENG0000000492","9/25/2022 12:00:00 AM"
"493","493","T493ABC","Toyota","Alto","Silver","2013","CHS0000000493","ENG0000000493","5/24/2025 12:00:00 AM"
"494","494","T494ABC","Honda","Canter","Blue","2014","CHS0000000494","ENG0000000494","5/16/2020 12:00:00 AM"
"495","495","T495ABC","Nissan","Hilux","Black","2015","CHS0000000495","ENG0000000495","3/25/2025 12:00:00 AM"
"496","496","T496ABC","Nissan","Premio","Red","2016","CHS0000000496","ENG0000000496","11/7/2025 12:00:00 AM"
"497","497","T497ABC","Mitsubishi","Vitz","Black","2017","CHS0000000497","ENG0000000497","10/24/2025 12:00:00 AM"
"498","498","T498ABC","Kia","RAV4","Blue","2018","CHS0000000498","ENG0000000498","2/19/2022 12:00:00 AM"
"499","499","T499ABC","Mitsubishi","Rio","Red","2019","CHS0000000499","ENG0000000499","10/9/2024 12:00:00 AM"
"500","500","T500ABC","Nissan","Alto","Green","2020","CHS0000000500","ENG0000000500","6/28/2024 12:00:00 AM"
"501","501","T501ABC","Mitsubishi","RAV4","Gray","2021","CHS0000000501","ENG0000000501","9/6/2020 12:00:00 AM"
"502","502","T502ABC","Suzuki","Premio","Green","2022","CHS0000000502","ENG0000000502","2/13/2022 12:00:00 AM"
"503","503","T503ABC","Suzuki","RAV4","White","2023","CHS0000000503","ENG0000000503","9/2/2023 12:00:00 AM"
"504","504","T504ABC","Ford","Polo","White","2000","CHS0000000504","ENG0000000504","4/22/2022 12:00:00 AM"
"505","505","T505ABC","Ford","Corolla","Green","2001","CHS0000000505","ENG0000000505","2/15/2025 12:00:00 AM"
"506","506","T506ABC","Kia","Hilux","Blue","2002","CHS0000000506","ENG0000000506","4/4/2024 12:00:00 AM"
"507","507","T507ABC","Nissan","Polo","Red","2003","CHS0000000507","ENG0000000507","9/30/2023 12:00:00 AM"
"508","508","T508ABC","Kia","Alto","Green","2004","CHS0000000508","ENG0000000508","12/23/2022 12:00:00 AM"
"509","509","T509ABC","Isuzu","Alto","Blue","2005","CHS0000000509","ENG0000000509","9/2/2024 12:00:00 AM"
"510","510","T510ABC","Ford","Canter","Blue","2006","CHS0000000510","ENG0000000510","5/9/2025 12:00:00 AM"
"511","511","T511ABC","Volkswagen","Rio","Blue","2007","CHS0000000511","ENG0000000511","6/23/2023 12:00:00 AM"
"512","512","T512ABC","Isuzu","Polo","Red","2008","CHS0000000512","ENG0000000512","9/29/2022 12:00:00 AM"
"513","513","T513ABC","Kia","Hilux","White","2009","CHS0000000513","ENG0000000513","8/29/2020 12:00:00 AM"
"514","514","T514ABC","Volkswagen","Hilux","Gray","2010","CHS0000000514","ENG0000000514","9/15/2021 12:00:00 AM"
"515","515","T515ABC","Hyundai","Corolla","Green","2011","CHS0000000515","ENG0000000515","7/2/2023 12:00:00 AM"
"516","516","T516ABC","Hyundai","RAV4","Black","2012","CHS0000000516","ENG0000000516","6/13/2024 12:00:00 AM"
"517","517","T517ABC","Suzuki","Alto","Black","2013","CHS0000000517","ENG0000000517","4/23/2020 12:00:00 AM"
"518","518","T518ABC","Mitsubishi","Noah","Gray","2014","CHS0000000518","ENG0000000518","9/3/2020 12:00:00 AM"
"519","519","T519ABC","Honda","Corolla","White","2015","CHS0000000519","ENG0000000519","10/21/2025 12:00:00 AM"
"520","520","T520ABC","Honda","Rio","Blue","2016","CHS0000000520","ENG0000000520","1/29/2022 12:00:00 AM"
"521","521","T521ABC","Isuzu","Hilux","Red","2017","CHS0000000521","ENG0000000521","7/23/2024 12:00:00 AM"
"522","522","T522ABC","Honda","Vitz","Gray","2018","CHS0000000522","ENG0000000522","6/2/2020 12:00:00 AM"
"523","523","T523ABC","Hyundai","Hilux","Green","2019","CHS0000000523","ENG0000000523","4/21/2023 12:00:00 AM"
"524","524","T524ABC","Ford","Rio","White","2020","CHS0000000524","ENG0000000524","3/19/2022 12:00:00 AM"
"525","525","T525ABC","Honda","Polo","Silver","2021","CHS0000000525","ENG0000000525","7/30/2023 12:00:00 AM"
"526","526","T526ABC","Suzuki","Alto","White","2022","CHS0000000526","ENG0000000526","4/6/2024 12:00:00 AM"
"527","527","T527ABC","Suzuki","Corolla","Red","2023","CHS0000000527","ENG0000000527","11/14/2023 12:00:00 AM"
"528","528","T528ABC","Toyota","Polo","Gray","2000","CHS0000000528","ENG0000000528","2/15/2025 12:00:00 AM"
"529","529","T529ABC","Honda","Canter","Black","2001","CHS0000000529","ENG0000000529","7/30/2024 12:00:00 AM"
"530","530","T530ABC","Ford","Alto","Silver","2002","CHS0000000530","ENG0000000530","10/15/2023 12:00:00 AM"
"531","531","T531ABC","Hyundai","RAV4","Silver","2003","CHS0000000531","ENG0000000531","3/14/2021 12:00:00 AM"
"532","532","T532ABC","Isuzu","Noah","Blue","2004","CHS0000000532","ENG0000000532","7/10/2023 12:00:00 AM"
"533","533","T533ABC","Toyota","Vitz","Black","2005","CHS0000000533","ENG0000000533","7/24/2024 12:00:00 AM"
"534","534","T534ABC","Hyundai","Polo","Green","2006","CHS0000000534","ENG0000000534","9/3/2023 12:00:00 AM"
"535","535","T535ABC","Toyota","Rio","Black","2007","CHS0000000535","ENG0000000535","2/17/2023 12:00:00 AM"
"536","536","T536ABC","Isuzu","Hilux","White","2008","CHS0000000536","ENG0000000536","7/27/2025 12:00:00 AM"
"537","537","T537ABC","Suzuki","Hilux","Green","2009","CHS0000000537","ENG0000000537","2/25/2020 12:00:00 AM"
"538","538","T538ABC","Honda","Noah","Red","2010","CHS0000000538","ENG0000000538","5/23/2025 12:00:00 AM"
"539","539","T539ABC","Ford","Canter","Gray","2011","CHS0000000539","ENG0000000539","7/21/2020 12:00:00 AM"
"540","540","T540ABC","Mitsubishi","Polo","Black","2012","CHS0000000540","ENG0000000540","6/22/2021 12:00:00 AM"
"541","541","T541ABC","Honda","Rio","Red","2013","CHS0000000541","ENG0000000541","8/26/2021 12:00:00 AM"
"542","542","T542ABC","Suzuki","Rio","White","2014","CHS0000000542","ENG0000000542","3/18/2024 12:00:00 AM"
"543","543","T543ABC","Ford","Vitz","Red","2015","CHS0000000543","ENG0000000543","5/24/2024 12:00:00 AM"
"544","544","T544ABC","Mitsubishi","Alto","Black","2016","CHS0000000544","ENG0000000544","5/18/2024 12:00:00 AM"
"545","545","T545ABC","Isuzu","RAV4","Gray","2017","CHS0000000545","ENG0000000545","2/7/2021 12:00:00 AM"
"546","546","T546ABC","Isuzu","Premio","White","2018","CHS0000000546","ENG0000000546","12/6/2024 12:00:00 AM"
"547","547","T547ABC","Toyota","Canter","Silver","2019","CHS0000000547","ENG0000000547","10/8/2021 12:00:00 AM"
"548","548","T548ABC","Nissan","Polo","Silver","2020","CHS0000000548","ENG0000000548","2/20/2021 12:00:00 AM"
"549","549","T549ABC","Honda","Corolla","Green","2021","CHS0000000549","ENG0000000549","4/7/2021 12:00:00 AM"
"550","550","T550ABC","Honda","Vitz","Blue","2022","CHS0000000550","ENG0000000550","1/31/2023 12:00:00 AM"
"551","551","T551ABC","Toyota","Noah","Black","2023","CHS0000000551","ENG0000000551","11/26/2024 12:00:00 AM"
"552","552","T552ABC","Honda","Rio","Blue","2000","CHS0000000552","ENG0000000552","8/26/2025 12:00:00 AM"
"553","553","T553ABC","Nissan","Corolla","Gray","2001","CHS0000000553","ENG0000000553","3/15/2020 12:00:00 AM"
"554","554","T554ABC","Nissan","Noah","Green","2002","CHS0000000554","ENG0000000554","4/17/2020 12:00:00 AM"
"555","555","T555ABC","Kia","Vitz","Silver","2003","CHS0000000555","ENG0000000555","7/24/2025 12:00:00 AM"
"556","556","T556ABC","Hyundai","Vitz","Blue","2004","CHS0000000556","ENG0000000556","2/7/2025 12:00:00 AM"
"557","557","T557ABC","Honda","Canter","Silver","2005","CHS0000000557","ENG0000000557","8/4/2021 12:00:00 AM"
"558","558","T558ABC","Ford","Noah","Silver","2006","CHS0000000558","ENG0000000558","2/1/2023 12:00:00 AM"
"559","559","T559ABC","Hyundai","Noah","White","2007","CHS0000000559","ENG0000000559","12/26/2025 12:00:00 AM"
"560","560","T560ABC","Nissan","Hilux","Silver","2008","CHS0000000560","ENG0000000560","10/19/2020 12:00:00 AM"
"561","561","T561ABC","Kia","Noah","Silver","2009","CHS0000000561","ENG0000000561","11/12/2020 12:00:00 AM"
"562","562","T562ABC","Toyota","Noah","White","2010","CHS0000000562","ENG0000000562","11/3/2021 12:00:00 AM"
"563","563","T563ABC","Toyota","Rio","Silver","2011","CHS0000000563","ENG0000000563","10/30/2024 12:00:00 AM"
"564","564","T564ABC","Honda","Canter","Red","2012","CHS0000000564","ENG0000000564","12/27/2021 12:00:00 AM"
"565","565","T565ABC","Volkswagen","Canter","Black","2013","CHS0000000565","ENG0000000565","2/28/2020 12:00:00 AM"
"566","566","T566ABC","Volkswagen","RAV4","Silver","2014","CHS0000000566","ENG0000000566","5/26/2025 12:00:00 AM"
"567","567","T567ABC","Hyundai","Noah","Silver","2015","CHS0000000567","ENG0000000567","7/24/2025 12:00:00 AM"
"568","568","T568ABC","Nissan","Corolla","Green","2016","CHS0000000568","ENG0000000568","10/2/2024 12:00:00 AM"
"569","569","T569ABC","Suzuki","Corolla","Green","2017","CHS0000000569","ENG0000000569","9/2/2023 12:00:00 AM"
"570","570","T570ABC","Honda","RAV4","Gray","2018","CHS0000000570","ENG0000000570","9/18/2021 12:00:00 AM"
"571","571","T571ABC","Suzuki","Polo","Silver","2019","CHS0000000571","ENG0000000571","5/29/2024 12:00:00 AM"
"572","572","T572ABC","Kia","RAV4","Green","2020","CHS0000000572","ENG0000000572","10/28/2021 12:00:00 AM"
"573","573","T573ABC","Honda","Vitz","Silver","2021","CHS0000000573","ENG0000000573","9/14/2023 12:00:00 AM"
"574","574","T574ABC","Hyundai","Noah","Black","2022","CHS0000000574","ENG0000000574","1/5/2024 12:00:00 AM"
"575","575","T575ABC","Kia","Noah","Black","2023","CHS0000000575","ENG0000000575","5/20/2024 12:00:00 AM"
"576","576","T576ABC","Toyota","Hilux","Silver","2000","CHS0000000576","ENG0000000576","5/26/2020 12:00:00 AM"
"577","577","T577ABC","Toyota","Premio","Black","2001","CHS0000000577","ENG0000000577","1/21/2023 12:00:00 AM"
"578","578","T578ABC","Honda","Corolla","Gray","2002","CHS0000000578","ENG0000000578","11/18/2021 12:00:00 AM"
"579","579","T579ABC","Ford","Corolla","Blue","2003","CHS0000000579","ENG0000000579","4/10/2025 12:00:00 AM"
"580","580","T580ABC","Nissan","Canter","Green","2004","CHS0000000580","ENG0000000580","11/4/2022 12:00:00 AM"
"581","581","T581ABC","Mitsubishi","Polo","Black","2005","CHS0000000581","ENG0000000581","1/20/2022 12:00:00 AM"
"582","582","T582ABC","Volkswagen","RAV4","Green","2006","CHS0000000582","ENG0000000582","5/23/2021 12:00:00 AM"
"583","583","T583ABC","Ford","Noah","Red","2007","CHS0000000583","ENG0000000583","7/24/2021 12:00:00 AM"
"584","584","T584ABC","Toyota","Hilux","Silver","2008","CHS0000000584","ENG0000000584","1/12/2022 12:00:00 AM"
"585","585","T585ABC","Ford","Hilux","Red","2009","CHS0000000585","ENG0000000585","5/1/2023 12:00:00 AM"
"586","586","T586ABC","Toyota","Premio","Red","2010","CHS0000000586","ENG0000000586","8/9/2022 12:00:00 AM"
"587","587","T587ABC","Toyota","Rio","Green","2011","CHS0000000587","ENG0000000587","3/14/2025 12:00:00 AM"
"588","588","T588ABC","Ford","Canter","Blue","2012","CHS0000000588","ENG0000000588","7/11/2022 12:00:00 AM"
"589","589","T589ABC","Mitsubishi","Polo","Black","2013","CHS0000000589","ENG0000000589","12/11/2020 12:00:00 AM"
"590","590","T590ABC","Volkswagen","Polo","Black","2014","CHS0000000590","ENG0000000590","4/3/2024 12:00:00 AM"
"591","591","T591ABC","Honda","Corolla","Gray","2015","CHS0000000591","ENG0000000591","10/22/2021 12:00:00 AM"
"592","592","T592ABC","Suzuki","Canter","Silver","2016","CHS0000000592","ENG0000000592","6/27/2023 12:00:00 AM"
"593","593","T593ABC","Volkswagen","Noah","Silver","2017","CHS0000000593","ENG0000000593","11/23/2025 12:00:00 AM"
"594","594","T594ABC","Hyundai","RAV4","Black","2018","CHS0000000594","ENG0000000594","7/24/2025 12:00:00 AM"
"595","595","T595ABC","Nissan","Rio","Black","2019","CHS0000000595","ENG0000000595","7/9/2024 12:00:00 AM"
"596","596","T596ABC","Mitsubishi","Corolla","Blue","2020","CHS0000000596","ENG0000000596","2/18/2021 12:00:00 AM"
"597","597","T597ABC","Volkswagen","Noah","Green","2021","CHS0000000597","ENG0000000597","8/7/2021 12:00:00 AM"
"598","598","T598ABC","Volkswagen","Corolla","Red","2022","CHS0000000598","ENG0000000598","3/3/2025 12:00:00 AM"
"599","599","T599ABC","Volkswagen","Corolla","White","2023","CHS0000000599","ENG0000000599","9/29/2025 12:00:00 AM"
"600","600","T600ABC","Ford","Premio","White","2000","CHS0000000600","ENG0000000600","12/1/2022 12:00:00 AM"
